Date/Time;Lat;Lon
"""7/1/2014 0:03:00""";40.7586;-73.9706
"""7/1/2014 0:05:00""";40.7605;-73.9994
"""7/1/2014 0:06:00""";40.732;-73.9999
"""7/1/2014 0:09:00""";40.7635;-73.9793
"""7/1/2014 0:20:00""";40.7204;-74.0047
"""7/1/2014 0:35:00""";40.7487;-73.9869
"""7/1/2014 0:57:00""";40.7444;-73.9961
"""7/1/2014 0:58:00""";40.7132;-73.9492
"""7/1/2014 1:04:00""";40.759;-73.973
